Tourist_ID,Reservation_ID,passport_number,name,email,phone-number,credit_card,Age,workclass,marital-status,occupation,education,street_address,zipcode,gender,Modes_of_Travel,Combined_Date,Year,Month,Income_USD,arrivals_by_region,Hobby,payment_preferences,Cuisine,Preferred_Travel_Seasons,Frequency_of_Travel,package_types,package_cost,package_price,profit,Transportation_Mode,Event_Type,Room_Preferences,Hotel_Type,Location,Total_Spendings,Subscribed_to_Loyalty_Program,Visited_attraction,Visitor_thoughts,Travel_type,Review,cluster,Num_of_Visits
3269,2269,MLZYAKMMO,Caroline Jenkins,Caroline.J@aol.com,172-335-3154,************4652,37,Private,Married-civ-spouse,Handlers-cleaners,HS-grad,6840 Lisa Lock,95062,Male,Land,2022-12-18,2022,Dec,<=50K,Middle East,Painting,PayPal,Japanese,Winter,Frequent,Standard,700,1000,300,Metro,Doha Expo,Suite,Luxury,Al Rayyan,9016,False,,,,,,5
3270,2270,Q8LCF753D,Brian Marshall,Brian_M@aol.com,776-378-0004,************5432,39,Private,Divorced,Transport-moving,HS-grad,,84375,Male,Land,2022-12-02,2022,Dec,<=50K,Middle East,Photography,Bank Transfer,Mexican,Autumn,Rare,Premium,2500,3100,600,Bus,Marathon,Single,Luxury,Al Khor,12374,False,,,,,,1
3271,2271,GW71LAU6B,Brian Chavez,Chavez.Brian79@comcast.net,692-945-6961,************6441,28,Local-gov,Married-civ-spouse,Protective-serv,Assoc-acdm,819 Miranda Brooks Apt. 259,13952,Male,Land,2022-12-07,2022,Dec,>50K,Middle East,Swimming,Bank Transfer,Other,Winter,Frequent,Standard,700,1000,300,Bus,Festival,Suite,Mid-Range,Madinat ash Shamal,2414,True,,,,,,4
3272,2272,3G4TGIWSH,Casey Edwards,Edwards_Casey@protonmail.com,145-946-4997,,24,Self-emp-inc,Never-married,Adm-clerical,Bachelors,540 Marshall Bridge Apt. 605,89374,Male,Land,2022-12-16,2022,Dec,<=50K,Middle East,Traveling,Credit Card,Italian,Spring,Rare,Premium,2500,3100,600,Car,Doha Tour,Suite,Mid-Range,Al Daayen,15614,True,,,,,,4
3273,2273,OU7PFTNCX,Heather Wood,Wood.Heather@yandex.com,751-811-4532,,29,Private,Married-civ-spouse,Exec-managerial,Some-college,351 Long Parkway Apt. 991,96021,Male,Land,2022-12-07,2022,Dec,<=50K,Middle East,Playing musical instruments,Bank Transfer,Thai,Summer,Occasional,Premium,2500,3100,600,Car,Marathon,Suite,Mid-Range,Umm Salal Mohammed,20117,False,,,,,,6
3274,2274,8MVM29827,Lisa Morales,,,************4084,61,Private,Divorced,Prof-specialty,Assoc-acdm,9893 George Dam Apt. 250,84696,Male,Land,2022-12-17,2022,Dec,<=50K,Middle East,Painting,PayPal,Thai,Spring,Occasional,Standard,700,1000,300,Bus,Workshop,Single,Luxury,Doha,26738,False,,,,,,0
3275,2275,FZ95P4DSB,Victoria Welch,Victoria.W@outlook.com,723-640-2072,************9417,38,Private,Married-civ-spouse,Craft-repair,Bachelors,083 Michael Land Suite 361,25485,Male,Land,2022-12-14,2022,Dec,>50K,Middle East,Cycling,Bank Transfer,Italian,Spring,Rare,Standard,700,1000,300,Car,Workshop,Suite,Luxury,Al Khor,11233,False,,,,,,1
3276,2276,GILDQGS59,Paul Steele,,572-629-5302,************6385,56,Private,Married-civ-spouse,Prof-specialty,Doctorate,,9335,Male,Land,2022-12-07,2022,Dec,>50K,Middle East,Gardening,Credit Card,Mexican,Spring,Occasional,Premium,2500,3100,600,Car,Workshop,Double,Budget,Doha,18966,True,,,,,,5
3277,2277,EOIFM48HR,John Thomas,John_Thomas@att.com,524-218-9867,,28,Private,Never-married,Other-service,Some-college,56162 David Gateway Suite 128,12900,Male,Land,2022-12-24,2022,Dec,<=50K,Middle East,Swimming,PayPal,Other,Winter,Frequent,Standard,700,1000,300,Metro,Workshop,Suite,Budget,Umm Salal Mohammed,20137,True,,,,,,3
3278,2278,RENZP9XQW,Jonathan Garcia,JonathanGarcia@yahoo.com,162-286-1344,,24,Private,Divorced,Sales,HS-grad,23221 Ashley Trace Suite 212,24496,Female,Land,2022-12-26,2022,Dec,<=50K,Middle East,Playing musical instruments,Bank Transfer,Japanese,Summer,Frequent,Standard,700,1000,300,Bus,Other,Single,Mid-Range,Madinat ash Shamal,18178,True,,,,,,0
3279,2279,KHC6XV4NZ,Danielle Hamilton,,153-837-2283,************2148,35,Private,Married-civ-spouse,Exec-managerial,,22999 Louis Via Apt. 937,79830,Male,Land,2022-12-25,2022,Dec,>50K,Middle East,Reading,Bank Transfer,French,Summer,Occasional,Basic,300,500,200,Bus,Football event,Double,Luxury,Al Daayen,27670,False,,,,,,3
3280,2280,0P4Y0ZD3G,Kaitlin Moore,Moore_Kaitlin88@gmail.com,615-869-9052,************2123,31,Private,Married-civ-spouse,Sales,Some-college,,98308,Male,Land,2022-12-22,2022,Dec,<=50K,Middle East,Cooking,Bank Transfer,Mexican,Autumn,Frequent,Standard,700,1000,300,,Championship event,Double,Budget,Doha,17349,True,,,,,,0
3281,2281,BN1GZDNT6,Karen Christensen,Karen_Christensen@xfinity.com,859-753-3362,************1822,39,Private,Married-civ-spouse,Sales,Some-college,468 Joseph Burgs Apt. 733,17272,Male,Land,2022-12-06,2022,Dec,>50K,Middle East,Playing musical instruments,PayPal,Thai,Winter,Frequent,Premium,2500,3100,600,Bus,Marathon,Single,Mid-Range,Al Rayyan,12714,True,,,,,,5
3282,2282,6UTIY23HV,Jonathan Hunter,,852-937-6365,************7123,35,,Divorced,,11th,4340 William Coves Suite 655,35164,Female,Land,2022-12-05,2022,Dec,<=50K,Middle East,Playing musical instruments,Credit Card,French,Summer,Rare,Premium,2500,3100,600,Metro,Workshop,Single,Budget,Al Wakrah,23930,True,,,,,,2
3283,2283,HW641GIY6,Lynn Gomez,LynnGomez96@att.com,900-755-4819,************9807,20,Private,Never-married,Other-service,HS-grad,50243 Castro Mountain,89633,Female,Land,2022-12-06,2022,Dec,<=50K,Middle East,Reading,Bank Transfer,Mexican,Winter,Occasional,Premium,2500,3100,600,Car,Doha Tour,Single,Luxury,Madinat ash Shamal,10483,True,,,,,,3
3284,2284,HERGO0JVL,Deanna Knight,DeannaKnight@protonmail.com,,,25,Private,Never-married,Adm-clerical,HS-grad,,24916,Female,Land,2022-12-19,2022,Dec,<=50K,Middle East,Playing musical instruments,PayPal,Indian,Spring,Frequent,Standard,700,1000,300,Car,Marathon,Single,Mid-Range,Al Daayen,10229,True,,,,,,1
3285,2285,1QO563C0C,Karen Hernandez,Hernandez_Karen@verizon.com,274-301-5865,************3447,23,Private,Never-married,Exec-managerial,Bachelors,0583 Combs Village,88596,Male,Land,2022-12-05,2022,Dec,<=50K,Middle East,Cycling,PayPal,Mexican,Winter,Occasional,Premium,2500,3100,600,Bus,Doha Tour,Single,Luxury,Al Daayen,22263,False,,,,,,2
3286,2286,92J2RKSMD,Lori Vasquez,,325-173-5679,,37,Private,Married-civ-spouse,Prof-specialty,Bachelors,,67607,Male,Land,2022-12-11,2022,Dec,>50K,Middle East,Hiking,PayPal,Arabic,Winter,Rare,Standard,700,1000,300,Metro,Football event,Single,Mid-Range,Al Daayen,2830,True,,,,,,4
3287,2287,C6RERF5RI,Jeffery Colon,JColon@outlook.com,481-864-2678,,47,Private,Married-civ-spouse,Machine-op-inspct,HS-grad,110 Jamie Grove Apt. 580,660,Male,Land,2022-12-09,2022,Dec,>50K,Middle East,Hiking,Credit Card,Indian,Autumn,Occasional,Standard,700,1000,300,Metro,Other,Single,Luxury,Madinat ash Shamal,17020,True,,,,,,0
3288,2288,5C1FX1DGI,Joshua Fowler,Fowler_Joshua@xfinity.com,798-602-6583,************1001,36,Private,Never-married,Sales,Bachelors,84448 Joseph Spring Suite 878,73621,Female,Land,2022-12-01,2022,Dec,<=50K,Middle East,Cycling,Credit Card,Arabic,Autumn,Frequent,Standard,700,1000,300,Bus,Doha Expo,Double,Budget,Umm Salal Mohammed,27192,True,,,,,,4
3289,2289,ZXBHB052B,Carla Olson,Carla_Olson@hotmail.com,348-133-0567,************6138,34,Federal-gov,Divorced,Adm-clerical,HS-grad,,73612,Female,Land,2022-12-17,2022,Dec,<=50K,Middle East,Reading,Bank Transfer,Mexican,Summer,Occasional,Basic,300,500,200,Bus,Football event,Single,Budget,Al Daayen,24537,False,,,,,,4
3290,2290,L2B6FJ9TH,Peter Owen,PeterOwen@outlook.com,346-130-4955,************7768,35,Self-emp-not-inc,Never-married,Craft-repair,HS-grad,,90558,Male,Land,2022-12-11,2022,Dec,<=50K,Middle East,Traveling,PayPal,Italian,Summer,Occasional,Premium,2500,3100,600,Car,Doha Tour,Suite,Luxury,Al Wakrah,7677,False,,,,,,4
3291,2291,XS7Z6OSS0,Lisa Pierce,Lisa.P@hotmail.com,,************5235,85,Self-emp-inc,Widowed,Exec-managerial,Bachelors,625 Fisher Meadows,54472,Male,Land,2022-12-15,2022,Dec,>50K,Middle East,Hiking,Bank Transfer,Chinese,Winter,Occasional,Standard,700,1000,300,Metro,Festival,Single,Budget,Al Daayen,26640,True,,,,,,1
3292,2292,Q4JAX93J2,Jesse Johnson,Jesse.J@hotmail.com,595-039-6320,************7592,71,Self-emp-inc,Married-civ-spouse,Sales,Bachelors,039 Spence Coves Apt. 233,33407,Male,Land,2022-12-07,2022,Dec,>50K,Middle East,Gardening,Bank Transfer,Other,Winter,Occasional,Basic,300,500,200,Bus,Exhibition,Single,Luxury,Al Wakrah,18574,True,,,,,,3
3293,2293,BT08FYP8E,Jennifer Wagner,JWagner@verizon.com,407-496-7964,************3934,23,Private,Never-married,Adm-clerical,HS-grad,119 Santos Mission,95839,Female,Land,2022-12-04,2022,Dec,<=50K,Middle East,Cycling,Bank Transfer,Thai,Winter,Frequent,Premium,2500,3100,600,Car,Exhibition,Suite,Luxury,Madinat ash Shamal,27279,True,,,,,,2
3294,2294,NVDFUJAFF,Anna Howard,AHoward@comcast.net,331-115-9704,************6124,39,State-gov,Married-civ-spouse,Prof-specialty,Masters,,29369,Male,Land,2022-12-07,2022,Dec,>50K,Middle East,Cooking,PayPal,Other,Autumn,Frequent,Basic,300,500,200,Metro,Other,Double,Luxury,Al Daayen,18087,False,,,,,,3
3295,2295,ES0WKKGL6,Michael Smith,Michael_Smith@hotmail.com,390-142-5808,************7198,77,Self-emp-inc,Married-civ-spouse,Other-service,HS-grad,9797 Jerome Parkways,61836,Male,Land,2022-12-22,2022,Dec,>50K,Middle East,Cycling,Credit Card,Japanese,Autumn,Rare,Premium,2500,3100,600,Car,Festival,Double,Mid-Range,Madinat ash Shamal,15099,False,,,,,,0
3296,2296,L5BNGS9EC,Miss Elizabeth Fisher,Miss_F89@protonmail.com,629-255-0778,************6158,20,Private,Never-married,Adm-clerical,Some-college,73684 Jenkins Stream Apt. 882,87394,Female,Land,2022-12-22,2022,Dec,<=50K,Middle East,Reading,Bank Transfer,Chinese,Autumn,Rare,Basic,300,500,200,Metro,Marathon,Single,Luxury,Doha,23764,False,,,,,,0
3297,2297,36Z6ZKFUL,Troy Mcdonald,Troy.Mcdonald@mail.com,441-389-0995,************6936,40,Private,Divorced,Sales,Some-college,730 William Ridges Suite 983,10260,Female,Land,2022-12-16,2022,Dec,<=50K,Middle East,Cooking,PayPal,French,Summer,Occasional,Premium,2500,3100,600,Metro,Doha Expo,Double,Mid-Range,Al Daayen,26204,True,,,,,,0
3298,2298,7G7BY55U7,Richard Harper,Richard.H24@yandex.com,403-475-0482,************6496,34,Private,Married-civ-spouse,Exec-managerial,Bachelors,,69822,Male,Land,2022-12-25,2022,Dec,>50K,Middle East,Reading,PayPal,Italian,Summer,Occasional,Standard,700,1000,300,Metro,Festival,Suite,Budget,Doha,27313,False,,,,,,6
3299,2299,VPO71LR7B,Ashley Lopez,Lopez.Ashley@aol.com,326-781-4076,,33,Private,Married-civ-spouse,Transport-moving,HS-grad,3653 Rhonda Harbor,7151,Male,Land,2022-12-03,2022,Dec,>50K,Middle East,Cooking,Bank Transfer,Mexican,Summer,Rare,Basic,300,500,200,Bus,Football event,Double,Luxury,Madinat ash Shamal,19409,True,,,,,,6
3300,2300,ZDQGNVPN7,Mrs. Lindsay Walker,,582-353-0536,************7970,34,Self-emp-not-inc,Married-civ-spouse,Sales,Bachelors,,72384,Male,Land,2022-12-12,2022,Dec,<=50K,Middle East,Painting,PayPal,French,Autumn,Frequent,Basic,300,500,200,Bus,Workshop,Suite,Luxury,Madinat ash Shamal,27023,True,,,,,,4
3301,2301,EA09XC7LU,Tim Larsen,Tim_Larsen95@yandex.com,100-257-1050,************3664,36,Private,Never-married,Adm-clerical,HS-grad,,47345,Female,Land,2022-12-15,2022,Dec,<=50K,Middle East,Swimming,PayPal,Thai,Autumn,Rare,Basic,300,500,200,Car,Championship event,Double,Luxury,Madinat ash Shamal,5468,False,,,,,,6
3302,2302,USIUR75EO,Daniel Rodriguez,Daniel_R@yahoo.com,699-125-2041,************5046,36,Private,Married-civ-spouse,Adm-clerical,11th,,3513,Male,Land,2022-12-22,2022,Dec,<=50K,Middle East,Playing musical instruments,PayPal,Thai,Summer,Occasional,Standard,700,1000,300,Car,Festival,Single,Luxury,Madinat ash Shamal,2301,False,,,,,,3
3303,2303,SJ0A95E44,Jessica Mcfarland,,559-634-2893,************9196,32,Local-gov,Married-civ-spouse,Exec-managerial,Assoc-acdm,8876 Karen Canyon Apt. 237,85538,Male,Land,2022-12-21,2022,Dec,<=50K,Middle East,Hiking,Credit Card,French,Summer,Occasional,Standard,700,1000,300,Bus,Concert,Suite,Budget,Al Wakrah,2380,False,,,,,,4
3304,2304,N32FYO95V,Kristopher Ramirez,KRamirez@protonmail.com,,************9612,26,Local-gov,Married-civ-spouse,Protective-serv,,,48315,Male,Land,2022-12-14,2022,Dec,<=50K,Middle East,Swimming,PayPal,Indian,Winter,Rare,Premium,2500,3100,600,Car,Championship event,Double,Luxury,Al Rayyan,9163,True,,,,,,1
3305,2305,QNC5AP34G,Sandra Hughes,Sandra.Hughes47@zoho.com,953-103-3881,************7639,37,State-gov,Married-civ-spouse,Exec-managerial,Masters,,10323,Male,Land,2022-12-23,2022,Dec,<=50K,Middle East,Gardening,Credit Card,French,Winter,Frequent,Standard,700,1000,300,Car,Exhibition,Double,Budget,Al Daayen,6321,True,,,,,,2
3306,2306,4X8YZOL7C,Levi Mendoza,Mendoza.Levi@xfinity.com,620-197-2422,************3351,42,Private,Married-civ-spouse,Sales,Bachelors,,17234,Male,Land,2022-12-12,2022,Dec,>50K,Middle East,Hiking,Credit Card,Italian,Winter,Occasional,Premium,2500,3100,600,Metro,Concert,Suite,Mid-Range,Al Wakrah,17802,True,,,,,,4
3307,2307,8W9EAXLV1,Jason Clay,Clay.Jason@verizon.com,254-962-8797,,38,Private,Married-civ-spouse,Craft-repair,HS-grad,21521 Bell Stream,4937,Male,Land,2022-12-16,2022,Dec,>50K,Middle East,Swimming,PayPal,Italian,Winter,Rare,Basic,300,500,200,Bus,Workshop,Suite,Mid-Range,Doha,19223,False,,,,,,2
3308,2308,HTVH1013U,Michael Rodriguez,Rodriguez_Michael28@zoho.com,478-605-5445,************7154,48,Private,Married-civ-spouse,Machine-op-inspct,,96842 Riley Groves,72519,Male,Land,2022-12-27,2022,Dec,<=50K,Middle East,Traveling,Credit Card,French,Summer,Occasional,Premium,2500,3100,600,Bus,Other,Single,Luxury,Al Khor,27822,False,,,,,,2
3309,2309,LSPUCPR57,Ryan Hubbard,Hubbard_Ryan66@protonmail.com,297-787-6176,************1870,23,Private,Never-married,Handlers-cleaners,Some-college,,59074,Male,Land,2022-12-08,2022,Dec,<=50K,Middle East,Photography,PayPal,Italian,Spring,Occasional,Basic,300,500,200,Bus,Championship event,Single,Budget,Al Rayyan,7485,False,,,,,,6
3310,2310,M100SULUO,Jennifer Bender,Jennifer.B@outlook.com,128-593-8961,************4396,37,Private,Married-civ-spouse,Sales,HS-grad,498 Dickerson Cape Suite 972,5024,Male,Land,2022-12-25,2022,Dec,<=50K,Middle East,Painting,Credit Card,French,Summer,Frequent,Basic,300,500,200,,Workshop,Suite,Budget,Al Khor,2412,False,,,,,,6
3311,2311,GQYAPZQVZ,Ariana Dunlap,,,************8639,38,Private,Married-civ-spouse,Exec-managerial,,5234 Kathleen Harbor Apt. 448,45415,Male,Land,2022-12-17,2022,Dec,>50K,Middle East,Cooking,Bank Transfer,French,Autumn,Occasional,Basic,300,500,200,Bus,Workshop,Suite,Mid-Range,Umm Salal Mohammed,24152,False,,,,,,6
3312,2312,2PKU5MJGB,Ronald Sanchez,,,************5699,33,Private,Divorced,Craft-repair,Some-college,1317 Amber Extensions,30524,Male,Land,2022-12-25,2022,Dec,<=50K,Middle East,Hiking,PayPal,Thai,Summer,Rare,Standard,700,1000,300,Metro,Doha Expo,Single,Budget,Al Wakrah,16028,True,,,,,,1
3313,2313,KAGZB2UYS,Christine Underwood DDS,,112-606-6231,************6705,26,Private,Never-married,Other-service,11th,2160 Phelps Burg,21393,Female,Land,2022-12-09,2022,Dec,<=50K,Middle East,Hiking,PayPal,Chinese,Spring,Rare,Basic,300,500,200,Car,Workshop,Single,Luxury,Umm Salal Mohammed,29058,True,,,,,,6
3314,2314,0T5SH6E7I,Mark Johnson,MJohnson42@yahoo.com,,************9359,25,Private,Married-civ-spouse,Other-service,Bachelors,,65939,Female,Land,2022-12-03,2022,Dec,<=50K,Middle East,Reading,Credit Card,Italian,Winter,Frequent,Basic,300,500,200,,Workshop,Suite,Mid-Range,Al Wakrah,9342,False,,,,,,2
3315,2315,3F656F55I,Dr. Samantha Molina MD,MD.Dr.@protonmail.com,233-523-5613,************4614,61,Private,Widowed,Craft-repair,10th,22716 Joseph Highway Suite 532,90749,Female,Land,2022-12-16,2022,Dec,<=50K,Middle East,Swimming,PayPal,Arabic,Winter,Frequent,Basic,300,500,200,Bus,Doha Expo,Double,Budget,Al Khor,6189,False,,,,,,0
3316,2316,6PI0NJYW0,Carol Baird,,832-130-5998,************9755,44,Self-emp-not-inc,Married-civ-spouse,Sales,Bachelors,825 Obrien Corners Apt. 211,37713,Male,Land,2022-12-13,2022,Dec,<=50K,Middle East,Cooking,Bank Transfer,Japanese,Autumn,Occasional,Premium,2500,3100,600,Metro,Football event,Single,Mid-Range,Al Daayen,26529,True,,,,,,4
3317,2317,7EW4344AN,Jeffrey Castro,Castro.Jeffrey78@outlook.com,444-925-9775,,65,Self-emp-inc,Married-civ-spouse,Exec-managerial,Bachelors,328 Bennett Summit,36682,Male,Land,2022-12-01,2022,Dec,>50K,Middle East,Gardening,PayPal,French,Autumn,Occasional,Premium,2500,3100,600,Bus,Workshop,Double,Luxury,Umm Salal Mohammed,11804,True,,,,,,1
3318,2318,QZE522CEV,Samantha Barnett,,109-272-5654,************8244,23,Private,Never-married,Sales,Some-college,42389 Glenn Viaduct,87366,Female,Land,2022-12-11,2022,Dec,<=50K,Middle East,Cooking,Credit Card,Other,Summer,Rare,Basic,300,500,200,Metro,Festival,Single,Luxury,Al Rayyan,12078,False,,,,,,1
3319,2319,154IO5YKI,Cole Williams,Williams_Cole33@mail.com,,,67,State-gov,Widowed,Other-service,10th,7792 Reyes Ville,11167,Female,Land,2022-12-11,2022,Dec,<=50K,Middle East,Gardening,PayPal,Chinese,Summer,Rare,Standard,700,1000,300,Car,Other,Single,Mid-Range,Doha,13605,False,,,,,,1
3320,2320,XRCO7R2PQ,Morgan Lawrence,Lawrence_Morgan@mail.com,995-136-4241,************5779,37,Private,Divorced,Adm-clerical,HS-grad,4922 Erica Cliffs Apt. 954,33780,Female,Land,2022-12-08,2022,Dec,<=50K,Middle East,Cycling,PayPal,Indian,Spring,Frequent,Standard,700,1000,300,Bus,Other,Double,Budget,Al Rayyan,7254,True,,,,,,5
3321,2321,906KY85WP,Tammy Snyder,,162-575-4708,************4584,48,Private,Married-civ-spouse,Prof-specialty,Prof-school,953 Kevin Camp Suite 817,24347,Male,Land,2022-12-18,2022,Dec,>50K,Middle East,Reading,Bank Transfer,Indian,Winter,Occasional,Basic,300,500,200,Metro,Workshop,Suite,Mid-Range,Madinat ash Shamal,7563,True,,,,,,3
3322,2322,GKBIUKJJM,Glenn Rios,Glenn.R52@att.com,502-606-6066,************3857,35,Federal-gov,Never-married,Adm-clerical,HS-grad,800 Hernandez Ferry Apt. 992,1319,Male,Land,2022-12-14,2022,Dec,<=50K,Middle East,Playing musical instruments,Bank Transfer,Thai,Spring,Frequent,Basic,300,500,200,Car,Concert,Double,Luxury,Madinat ash Shamal,27895,False,,,,,,6
3323,2323,79QA854QE,Stanley Phillips,SPhillips@verizon.com,647-734-8995,,48,Private,Divorced,Tech-support,Bachelors,,48721,Female,Land,2022-12-15,2022,Dec,<=50K,Middle East,Playing musical instruments,PayPal,Arabic,Summer,Occasional,Basic,300,500,200,Bus,Festival,Suite,Budget,Al Wakrah,20531,True,,,,,,6
3324,2324,QUZ3ARJXD,Nicole Williams,Nicole_W@zoho.com,,,50,,Married-civ-spouse,,Some-college,,9478,Male,Land,2022-12-11,2022,Dec,<=50K,Middle East,Photography,Bank Transfer,Thai,Autumn,Rare,Basic,300,500,200,Bus,Concert,Double,Mid-Range,Al Wakrah,15776,False,,,,,,2
3325,2325,ERLHBRK4W,Larry Richardson,Richardson_Larry@outlook.com,956-339-4703,************5225,36,Private,Married-civ-spouse,Tech-support,Assoc-acdm,835 Nicole River,35279,Male,Land,2022-12-02,2022,Dec,>50K,Middle East,Playing musical instruments,PayPal,Chinese,Spring,Frequent,Premium,2500,3100,600,Metro,Doha Tour,Single,Budget,Al Wakrah,3577,True,,,,,,4
3326,2326,THAJDBAA9,Paula Lopez,,466-125-7957,************2999,20,Private,Never-married,Sales,Some-college,,1359,Female,Land,2022-12-12,2022,Dec,<=50K,Middle East,Photography,,Arabic,Winter,Rare,Premium,2500,3100,600,Car,Workshop,Suite,Budget,Doha,10022,True,,,,,,4
3327,2327,61VLL3I1M,John Parker,,256-124-2551,,32,Private,Married-civ-spouse,Sales,HS-grad,96119 Holly Plains,38036,Male,Land,2022-12-17,2022,Dec,<=50K,Middle East,Playing musical instruments,Credit Card,Indian,Winter,Rare,Premium,2500,3100,600,Car,Championship event,Suite,Budget,Doha,3028,False,,,,,,3
3328,2328,NN9EG51G8,Leslie Hurley,Hurley.Leslie@mail.com,992-767-0733,,18,Private,Never-married,Adm-clerical,11th,,613,Female,Land,2022-12-16,2022,Dec,<=50K,Middle East,Hiking,PayPal,French,Spring,Frequent,Premium,2500,3100,600,Car,Concert,Double,Budget,Madinat ash Shamal,27250,False,,,,,,2
3329,2329,QR02PB2QA,Beverly Gonzalez,Gonzalez_Beverly@gmail.com,,************3165,36,Private,Married-civ-spouse,Machine-op-inspct,HS-grad,,63972,Male,Land,2022-12-14,2022,Dec,>50K,Middle East,Swimming,Credit Card,Indian,Autumn,Frequent,Premium,2500,3100,600,Bus,Concert,Double,Luxury,Doha,11255,True,,,,,,6
3330,2330,0XL9PEVO3,Anthony Ramirez,Anthony_R@hotmail.com,,************4496,50,Private,Married-civ-spouse,Exec-managerial,,6557 Brown Via,17016,Male,Land,2022-12-18,2022,Dec,>50K,Middle East,Cycling,Bank Transfer,French,Winter,Rare,Standard,700,1000,300,Car,Workshop,Suite,Budget,Doha,23886,True,,,,,,6
3331,2331,EZUX1JR7S,Lisa Gregory PhD,Lisa.PhD17@mail.com,214-194-8241,************6182,24,Private,Married-civ-spouse,Sales,Some-college,6991 Donald Villages Apt. 444,88329,Male,Land,2022-12-26,2022,Dec,>50K,Middle East,Playing musical instruments,Bank Transfer,Chinese,Winter,Occasional,Standard,700,1000,300,Car,Festival,Suite,Luxury,Doha,11134,False,,,,,,2
3332,2332,LFKPKF26R,Patricia Navarro,Patricia.Navarro@gmail.com,557-155-8775,************4036,43,Private,Married-spouse-absent,Sales,Bachelors,,46406,Female,Land,2022-12-22,2022,Dec,<=50K,Middle East,Reading,PayPal,French,Autumn,Occasional,Premium,2500,3100,600,Bus,Other,Double,Mid-Range,Doha,16761,True,,,,,,1
3333,2333,EP6LPPGI0,James Williams,James_Williams84@att.com,,************3673,27,Private,Never-married,Sales,,41175 Lewis Isle,50098,Male,Land,2022-12-22,2022,Dec,<=50K,Middle East,Painting,Bank Transfer,Other,Summer,Occasional,Standard,700,1000,300,Car,Doha Expo,Single,Budget,Al Rayyan,4328,False,,,,,,1
3334,2334,1DRJA8WM6,Stephanie Vega,StephanieVega93@mail.com,,************1032,17,,Never-married,,10th,,41921,Female,Land,2022-12-18,2022,Dec,<=50K,Middle East,Swimming,,Japanese,Autumn,Occasional,Basic,300,500,200,Metro,Championship event,Double,Budget,Al Daayen,23572,False,,,,,,0
3335,2335,ANECLOXXO,Sarah Donovan,Donovan.Sarah22@mail.com,,************4311,29,Private,Married-civ-spouse,Prof-specialty,Bachelors,,65939,Male,Land,2022-12-15,2022,Dec,>50K,Middle East,Playing musical instruments,Credit Card,Italian,Autumn,Frequent,Standard,700,1000,300,Car,Football event,Double,Luxury,Al Wakrah,11409,False,,,,,,0
3336,2336,MJNQLAZR3,Jennifer Cobb,Jennifer.C44@yahoo.com,488-457-1557,************6544,19,Private,Never-married,Other-service,Some-college,031 Kelley Inlet Suite 384,78439,Male,Land,2022-12-04,2022,Dec,<=50K,Middle East,Gardening,PayPal,Thai,Winter,Occasional,Standard,700,1000,300,Car,Doha Expo,Single,Mid-Range,Al Daayen,4737,True,,,,,,2
3337,2337,52AQ8R67Y,Savannah Garcia,SavannahGarcia75@hotmail.com,,************2118,38,Private,Married-civ-spouse,Sales,Assoc-voc,,69664,Male,Land,2022-12-15,2022,Dec,>50K,Middle East,Painting,Bank Transfer,Arabic,Autumn,Rare,Standard,700,1000,300,,Other,Double,Luxury,Umm Salal Mohammed,6923,False,,,,,,1
3338,2338,FFNORWUI5,Kristen Maldonado,,874-502-0927,************7465,64,Private,Married-civ-spouse,Transport-moving,10th,36902 Martin Isle Apt. 425,47702,Male,Land,2022-12-15,2022,Dec,<=50K,Middle East,Cooking,PayPal,Other,Spring,Rare,Standard,700,1000,300,Car,Championship event,Double,Mid-Range,Doha,27437,True,,,,,,5
3339,2339,SDM46F8V7,Katelyn Jones,,,************7511,31,Self-emp-not-inc,Never-married,Craft-repair,Some-college,,65573,Male,Land,2022-12-21,2022,Dec,<=50K,Middle East,Photography,Credit Card,Indian,Winter,Frequent,Premium,2500,3100,600,Metro,Football event,Single,Luxury,Al Wakrah,22364,True,,,,,,5
3340,2340,4NAXNGEXU,Kelsey Green,Kelsey.G@hotmail.com,893-232-1011,************7346,30,Private,Married-spouse-absent,Craft-repair,Assoc-voc,22761 Victoria Plains Suite 998,21580,Male,Land,2022-12-12,2022,Dec,<=50K,Middle East,Reading,Bank Transfer,Indian,Summer,Rare,Basic,300,500,200,Metro,Concert,Double,Budget,Umm Salal Mohammed,22703,False,,,,,,6
3341,2341,Z36FK7U70,Gavin Smith,Smith_Gavin@protonmail.com,236-085-7016,************1644,30,Private,Married-civ-spouse,Exec-managerial,Bachelors,,52678,Female,Land,2022-12-11,2022,Dec,>50K,Middle East,Reading,Bank Transfer,Japanese,Summer,Frequent,Standard,700,1000,300,Bus,Concert,Suite,Luxury,Doha,25886,False,,,,,,0
3342,2342,7JU9LDKRA,Julie Manning,,433-958-4468,************1504,33,Private,Married-civ-spouse,Prof-specialty,,,64958,Male,Land,2022-12-04,2022,Dec,>50K,Middle East,Swimming,Bank Transfer,Italian,Winter,Rare,Standard,700,1000,300,Car,Workshop,Suite,Mid-Range,Al Wakrah,6154,True,,,,,,6
